image_filename,bcs_1,bcs_2,bcs_mean,local_path
132_4_5_10_64_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_5_10_64_cow.jpg
71_4_10_20_158_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\71_4_10_20_158_cow.jpg
128_4_5_13_159_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_5_13_159_cow.jpg
714_4_25_10_81_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_25_10_81_cow.jpg
710_4_11_12_123_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_11_12_123_cow.jpg
736_4_25_13_105_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\736_4_25_13_105_cow.jpg
32_4_15_13_102_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_15_13_102_cow.jpg
738_4_24_22_113_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\738_4_24_22_113_cow.jpg
132_4_24_22_122_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_24_22_122_cow.jpg
32_4_24_21_116_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_24_21_116_cow.jpg
733_4_6_13_41_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\733_4_6_13_41_cow.jpg
128_4_20_20_111_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_20_20_111_cow.jpg
700_4_29_12_92_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_29_12_92_cow.jpg
110_4_10_20_107_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\110_4_10_20_107_cow.jpg
32_4_25_20_122_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_25_20_122_cow.jpg
132_4_27_12_76_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_27_12_76_cow.jpg
713_4_5_22_9_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_5_22_9_cow.jpg
73_4_5_10_207_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\73_4_5_10_207_cow.jpg
696_4_6_10_175_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\696_4_6_10_175_cow.jpg
738_4_4_12_139_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\738_4_4_12_139_cow.jpg
73_4_25_20_127_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\73_4_25_20_127_cow.jpg
128_4_14_12_110_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_14_12_110_cow.jpg
700_4_5_12_16_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_5_12_16_cow.jpg
73_4_21_12_80_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\73_4_21_12_80_cow.jpg
128_4_5_23_10_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_5_23_10_cow.jpg
110_4_11_13_101_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\110_4_11_13_101_cow.jpg
73_4_25_20_125_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\73_4_25_20_125_cow.jpg
713_4_5_22_9_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_5_22_9_cow.jpg
710_4_10_12_65_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_10_12_65_cow.jpg
73_4_25_20_129_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\73_4_25_20_129_cow.jpg
713_4_9_22_265_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_9_22_265_cow.jpg
48_4_22_22_111_cow.jpg,4.0,4.0,4.0,BCS_dataset/images\48_4_22_22_111_cow.jpg
738_4_22_21_106_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\738_4_22_21_106_cow.jpg
131_4_10_23_190_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\131_4_10_23_190_cow.jpg
110_4_10_20_105_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\110_4_10_20_105_cow.jpg
131_4_25_22_116_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\131_4_25_22_116_cow.jpg
56_4_10_10_106_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_10_10_106_cow.jpg
73_4_23_22_111_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\73_4_23_22_111_cow.jpg
128_4_4_10_132_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_4_10_132_cow.jpg
32_4_5_22_181_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_5_22_181_cow.jpg
