image_filename,bcs_1,bcs_2,bcs_mean,local_path,cow_id
39_4_29_12_91_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_29_12_91_cow.jpg,39
734_4_22_23_129_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_22_23_129_cow.jpg,734
734_4_22_23_133_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_22_23_133_cow.jpg,734
38_4_23_23_103_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_23_23_103_cow.jpg,38
38_4_23_23_105_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_23_23_105_cow.jpg,38
714_4_20_20_106_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_20_20_106_cow.jpg,714
132_4_21_12_105_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_21_12_105_cow.jpg,132
128_4_20_20_107_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_20_20_107_cow.jpg,128
128_4_20_20_111_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_20_20_111_cow.jpg,128
128_4_20_20_113_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_20_20_113_cow.jpg,128
56_4_23_22_102_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_23_22_102_cow.jpg,56
56_4_23_22_104_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_23_22_104_cow.jpg,56
132_4_29_12_92_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_29_12_92_cow.jpg,132
132_4_29_12_94_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_29_12_94_cow.jpg,132
32_4_22_21_107_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_22_21_107_cow.jpg,32
32_4_22_21_109_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_22_21_109_cow.jpg,32
32_4_22_21_111_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_22_21_111_cow.jpg,32
32_4_22_21_113_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_22_21_113_cow.jpg,32
714_4_22_20_107_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_22_20_107_cow.jpg,714
734_4_25_12_108_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_25_12_108_cow.jpg,734
734_4_25_12_110_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_25_12_110_cow.jpg,734
734_4_25_12_112_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_25_12_112_cow.jpg,734
32_4_24_21_116_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_24_21_116_cow.jpg,32
32_4_24_21_118_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_24_21_118_cow.jpg,32
32_4_24_21_120_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_24_21_120_cow.jpg,32
42_4_20_23_110_cow.jpg,3.0,3.25,3.12,BCS_dataset/images\42_4_20_23_110_cow.jpg,42
132_4_24_22_120_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_24_22_120_cow.jpg,132
132_4_24_22_122_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_24_22_122_cow.jpg,132
132_4_24_22_128_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_24_22_128_cow.jpg,132
132_4_10_10_40_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_10_10_40_cow.jpg,132
132_4_10_10_42_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_10_10_42_cow.jpg,132
132_4_14_10_503_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_14_10_503_cow.jpg,132
132_4_4_10_91_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_4_10_91_cow.jpg,132
32_4_5_22_181_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_5_22_181_cow.jpg,32
734_4_23_23_108_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_23_23_108_cow.jpg,734
128_4_25_23_105_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_25_23_105_cow.jpg,128
128_4_25_23_107_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_25_23_107_cow.jpg,128
128_4_25_23_109_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_25_23_109_cow.jpg,128
700_4_29_12_92_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_29_12_92_cow.jpg,700
132_4_27_12_74_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_27_12_74_cow.jpg,132
132_4_27_12_76_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_27_12_76_cow.jpg,132
700_4_20_12_86_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_20_12_86_cow.jpg,700
700_4_20_12_88_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_20_12_88_cow.jpg,700
32_4_25_12_108_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_25_12_108_cow.jpg,32
32_4_25_12_110_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_25_12_110_cow.jpg,32
32_4_25_12_112_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_25_12_112_cow.jpg,32
696_4_27_12_67_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\696_4_27_12_67_cow.jpg,696
696_4_27_12_69_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\696_4_27_12_69_cow.jpg,696
40_4_24_23_111_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\40_4_24_23_111_cow.jpg,40
40_4_24_23_113_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\40_4_24_23_113_cow.jpg,40
32_4_25_20_122_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_25_20_122_cow.jpg,32
32_4_25_20_124_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_25_20_124_cow.jpg,32
710_4_23_23_105_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_23_23_105_cow.jpg,710
714_4_25_10_79_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_25_10_79_cow.jpg,714
714_4_25_10_81_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_25_10_81_cow.jpg,714
38_4_20_23_70_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_20_23_70_cow.jpg,38
38_4_20_23_72_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_20_23_72_cow.jpg,38
38_4_20_23_74_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_20_23_74_cow.jpg,38
38_4_20_23_76_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_20_23_76_cow.jpg,38
132_4_25_21_124_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_25_21_124_cow.jpg,132
132_4_20_21_108_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_20_21_108_cow.jpg,132
132_4_20_21_112_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_20_21_112_cow.jpg,132
49_4_26_12_109_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\49_4_26_12_109_cow.jpg,49
49_4_26_12_111_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\49_4_26_12_111_cow.jpg,49
700_4_29_12_90_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_29_12_90_cow.jpg,700
